CustomerID,InvoiceDate,Quantity,UnitPrice,Amount
72477,2025-02-01,2,57.44,114.88
82795,2025-01-03,7,109.54,766.7800000000001
14871,2025-02-19,2,21.36,42.72
84260,2025-07-14,3,101.64,304.92
19421,2025-05-13,4,50.28,201.12
48267,2025-02-20,4,53.41,213.64
11889,2025-01-23,2,89.62,179.24
95607,2024-10-18,3,100.01,300.03000000000003
18708,2025-08-12,4,17.03,68.12
88883,2024-11-08,3,109.16,327.48
90799,2025-03-06,3,35.39,106.17
85306,2025-02-08,5,69.85,349.25
48084,2025-07-11,2,83.67,167.34
99541,2024-10-12,1,43.11,43.11
63278,2025-04-29,3,112.7,338.1
44775,2024-12-20,3,109.31,327.93
26252,2025-02-22,4,30.64,122.56
31538,2024-10-12,3,54.45,163.35000000000002
21993,2024-10-05,1,31.46,31.46
46207,2025-05-27,2,65.92,131.84
18089,2024-10-13,2,79.7,159.4
12096,2025-05-17,4,103.4,413.6
79610,2025-03-25,5,90.63,453.15
29738,2024-09-25,1,31.52,31.52
63227,2025-03-21,2,19.64,39.28
58735,2024-10-15,3,107.38,322.14
52031,2025-05-28,3,118.89,356.67
24156,2024-11-28,2,69.93,139.86
58735,2025-05-13,3,98.49,295.46999999999997
49524,2024-10-28,3,29.6,88.80000000000001
79581,2025-04-16,2,35.76,71.52
52031,2025-06-04,2,94.06,188.12
89520,2024-09-25,1,67.83,67.83
84500,2024-09-09,3,94.0,282.0
75793,2025-02-13,4,6.42,25.68
12256,2025-07-12,3,38.98,116.94
88021,2024-09-01,2,78.86,157.72
39393,2025-03-19,2,12.91,25.82
33958,2025-05-30,1,117.94,117.94
72002,2024-12-07,3,113.18,339.54
33384,2024-09-14,1,78.59,78.59
54971,2025-08-08,4,108.97,435.88
21857,2025-05-01,3,113.71,341.13
90933,2025-04-12,2,11.39,22.78
75777,2025-05-27,5,112.87,564.35
54460,2024-10-05,3,14.89,44.67
73811,2024-12-27,3,105.6,316.79999999999995
33289,2025-01-13,2,91.87,183.74
65060,2024-10-09,4,17.05,68.2
73126,2024-08-25,1,111.59,111.59
57185,2025-03-22,3,57.8,173.39999999999998
69625,2025-08-09,3,114.7,344.1
11699,2025-07-23,1,80.41,80.41
37799,2025-05-23,2,64.55,129.1
51509,2024-08-18,1,53.09,53.09
82226,2025-02-13,1,69.37,69.37
87146,2025-08-04,2,31.02,62.04
80578,2024-11-29,3,111.22,333.65999999999997
92054,2025-01-13,3,50.83,152.49
96916,2025-07-19,5,32.82,164.1
75127,2024-10-04,3,51.57,154.71
55690,2025-06-10,3,35.51,106.53
64650,2024-09-28,3,80.34,241.02
97225,2025-06-27,4,7.82,31.28
38688,2025-02-10,2,67.97,135.94
51744,2025-06-06,3,109.34,328.02
64762,2024-08-30,3,110.62,331.86
19249,2024-12-16,3,21.51,64.53
50753,2024-10-04,3,92.55,277.65
59004,2025-02-28,5,51.23,256.15
83093,2025-04-14,3,22.62,67.86
47603,2024-12-06,2,26.71,53.42
32689,2024-12-11,3,37.09,111.27000000000001
21047,2025-07-21,3,50.64,151.92000000000002
72007,2025-03-09,2,15.36,30.72
12136,2024-11-12,7,28.08,196.56
38576,2024-10-25,6,10.72,64.32000000000001
67831,2025-01-02,5,95.22,476.1
47085,2025-01-21,2,85.22,170.44
71438,2025-06-11,4,8.1,32.4
57542,2024-10-14,3,90.26,270.78000000000003
51677,2025-07-31,2,111.07,222.14
33466,2024-10-20,3,105.4,316.20000000000005
73502,2025-01-14,4,66.8,267.2
62604,2025-03-18,4,33.26,133.04
84421,2025-05-06,1,91.48,91.48
65995,2025-01-24,3,30.26,90.78
22112,2025-06-12,3,119.62,358.86
19596,2025-05-21,3,82.5,247.5
57728,2024-10-26,2,72.78,145.56
72746,2025-06-15,1,70.13,70.13
36497,2025-01-17,3,22.05,66.15
80240,2025-07-20,6,65.63,393.78
20726,2024-10-15,6,14.29,85.74
55803,2024-10-11,4,84.23,336.92
31749,2025-06-30,6,66.95,401.70000000000005
14852,2024-11-03,4,53.74,214.96
65630,2025-01-24,2,104.08,208.16
67829,2025-02-22,3,16.2,48.599999999999994
94570,2025-05-20,3,44.49,133.47
54270,2025-06-08,6,99.4,596.4000000000001
93987,2025-07-02,4,55.34,221.36
54248,2025-05-02,2,94.63,189.26
88205,2025-08-07,2,58.43,116.86
33639,2025-08-14,2,97.87,195.74
13317,2024-08-25,2,80.95,161.9
84166,2024-09-28,1,102.41,102.41
14191,2025-06-17,3,93.84,281.52
72746,2025-08-08,3,84.19,252.57
47800,2025-04-25,3,35.02,105.06
20093,2025-01-01,1,107.14,107.14
69855,2025-07-25,1,32.71,32.71
30303,2024-08-28,3,36.36,109.08
53805,2024-10-12,5,78.13,390.65
27646,2025-07-31,4,40.38,161.52
76931,2025-06-03,4,90.83,363.32
84026,2024-11-19,2,36.6,73.2
81816,2025-07-07,3,67.28,201.84
93139,2025-04-06,6,99.68,598.08
74480,2024-10-23,1,15.08,15.08
55155,2025-03-17,4,17.87,71.48
69855,2025-03-11,6,23.82,142.92000000000002
76052,2025-06-17,1,11.5,11.5
81888,2025-05-13,5,71.39,356.95
76568,2025-05-12,5,63.64,318.2
29468,2025-08-16,3,7.79,23.37
20597,2025-01-06,1,58.56,58.56
47830,2024-12-15,2,40.88,81.76
88834,2025-03-24,3,70.3,210.89999999999998
53604,2025-02-16,3,110.34,331.02
66340,2024-09-09,5,72.56,362.8
18086,2025-02-28,2,111.32,222.64
20348,2025-02-09,1,23.05,23.05
54589,2025-03-24,1,48.17,48.17
26502,2024-12-13,5,79.76,398.8
75546,2025-07-20,2,63.37,126.74
62817,2025-05-01,2,18.18,36.36
68278,2024-11-20,3,108.87,326.61
49656,2025-08-09,1,39.19,39.19
13317,2024-09-10,3,10.96,32.88
76971,2025-05-11,4,93.33,373.32
79314,2025-03-18,3,11.31,33.93
38825,2025-01-26,3,52.96,158.88
77694,2024-10-08,2,116.49,232.98
60696,2025-07-02,3,71.76,215.28000000000003
20143,2024-12-14,6,18.47,110.82
60560,2025-03-13,3,23.48,70.44
96353,2025-07-22,3,96.82,290.46
64331,2025-04-10,7,21.37,149.59
30320,2025-04-21,3,12.11,36.33
20598,2025-03-19,4,46.38,185.52
80712,2024-12-17,6,59.17,355.02
66619,2025-04-20,6,108.17,649.02
31382,2025-07-21,2,104.55,209.1
66924,2025-04-30,4,29.63,118.52
65761,2024-10-31,3,35.57,106.71000000000001
62101,2025-03-22,5,93.68,468.40000000000003
93279,2025-06-12,3,62.56,187.68
61699,2025-01-03,5,5.53,27.650000000000002
83790,2025-02-19,5,101.3,506.5
50726,2025-02-20,3,61.0,183.0
88506,2025-03-03,3,103.38,310.14
52046,2025-03-27,4,77.98,311.92
95632,2024-11-04,2,57.44,114.88
29474,2025-04-12,7,110.72,775.04
15770,2025-02-28,2,86.39,172.78
15814,2025-04-16,3,5.6,16.799999999999997
93139,2025-07-22,4,65.42,261.68
82543,2024-12-01,2,9.65,19.3
68521,2025-07-04,2,38.31,76.62
10825,2024-11-15,3,87.69,263.07
27694,2025-04-16,3,70.36,211.07999999999998
16648,2025-01-22,3,18.04,54.12
25283,2025-01-31,2,87.54,175.08
90599,2025-08-11,2,29.64,59.28
87044,2024-12-13,2,37.0,74.0
34272,2025-03-01,3,63.48,190.44
41248,2025-06-22,4,26.17,104.68
47495,2024-11-04,4,110.05,440.2
73997,2024-11-19,2,63.91,127.82
42484,2025-05-08,2,47.06,94.12
12538,2024-12-26,2,54.23,108.46
92019,2024-09-17,3,36.84,110.52000000000001
35984,2025-04-28,2,19.46,38.92
53601,2025-08-04,2,26.18,52.36
62640,2024-09-12,4,77.47,309.88
17520,2025-02-12,4,61.43,245.72
52219,2025-03-04,2,97.36,194.72
17822,2024-11-01,3,6.64,19.919999999999998
20736,2025-04-26,4,52.07,208.28
37572,2024-09-19,2,63.42,126.84
69428,2025-04-11,5,102.45,512.25
14826,2025-03-25,7,76.88,538.16
44200,2024-10-04,5,71.31,356.55
81256,2024-11-07,4,94.69,378.76
92107,2025-05-22,4,63.51,254.04
70876,2024-11-13,1,91.17,91.17
79205,2025-05-01,3,20.44,61.32000000000001
93987,2025-06-08,1,58.12,58.12
93661,2024-11-19,5,99.36,496.8
98146,2025-07-20,6,92.04,552.24
93532,2024-10-05,2,65.94,131.88
21300,2025-03-23,3,87.56,262.68
53132,2025-05-30,1,97.8,97.8
17048,2025-03-26,1,23.51,23.51
17094,2025-04-20,4,34.37,137.48
52031,2025-03-03,3,65.58,196.74
77858,2024-09-22,3,28.25,84.75
27438,2025-05-09,3,83.74,251.21999999999997
20294,2025-04-16,6,47.09,282.54
45067,2024-11-17,2,57.19,114.38
53058,2024-12-17,4,44.02,176.08
36112,2025-02-07,4,119.17,476.68
95300,2024-11-04,4,111.97,447.88
96593,2025-07-27,4,25.97,103.88
60943,2024-12-07,1,44.39,44.39
77687,2024-11-19,2,12.63,25.26
26134,2025-07-31,2,94.11,188.22
81683,2025-01-10,5,119.33,596.65
81447,2025-06-03,3,90.12,270.36
94026,2025-07-15,3,107.34,322.02
40935,2025-06-30,1,76.91,76.91
70931,2025-07-16,4,81.32,325.28
94459,2024-11-20,2,33.83,67.66
57728,2024-11-19,2,66.14,132.28
21108,2025-05-16,3,14.13,42.39
35279,2025-04-15,4,28.61,114.44
21108,2025-02-07,1,31.94,31.94
97739,2024-11-30,2,12.49,24.98
17520,2025-04-04,5,44.2,221.0
20422,2024-08-28,4,88.42,353.68
95073,2024-08-23,7,116.1,812.6999999999999
75113,2025-07-09,4,119.68,478.72
75943,2025-03-21,5,107.13,535.65
44777,2024-10-10,3,103.97,311.90999999999997
93965,2025-06-27,3,80.84,242.52
26613,2024-08-26,2,34.96,69.92
75934,2025-06-17,3,35.96,107.88
50853,2025-03-08,5,7.24,36.2
65023,2025-07-13,3,94.65,283.95000000000005
29474,2025-01-29,3,71.52,214.56
83176,2024-10-03,2,84.96,169.92
50924,2024-12-07,3,98.36,295.08
51809,2024-09-15,2,78.57,157.14
52649,2025-06-07,2,91.95,183.9
93233,2025-08-15,2,103.64,207.28
26502,2024-08-19,6,22.29,133.74
36134,2025-07-20,2,40.58,81.16
17399,2025-02-19,2,43.73,87.46
99034,2025-07-05,3,71.62,214.86
25358,2024-12-20,3,87.62,262.86
33117,2024-09-09,5,78.81,394.05
71671,2025-07-28,4,88.74,354.96
71597,2024-10-28,4,33.92,135.68
45710,2025-04-11,2,7.14,14.28
26384,2025-07-02,2,61.1,122.2
53370,2025-04-24,4,11.25,45.0
53317,2024-10-15,2,13.47,26.94
89311,2025-02-04,2,20.98,41.96
59918,2024-10-24,3,66.76,200.28000000000003
21451,2025-07-31,4,38.6,154.4
92209,2024-12-13,4,41.25,165.0
60305,2025-01-04,3,57.12,171.35999999999999
27047,2024-12-22,1,11.14,11.14
71214,2025-06-20,3,37.39,112.17
32397,2025-02-13,2,13.51,27.02
90087,2024-12-10,4,39.04,156.16
24492,2024-12-29,4,58.83,235.32
37820,2025-03-23,2,24.26,48.52
31716,2025-01-31,1,72.8,72.8
26149,2024-12-21,6,27.35,164.10000000000002
23318,2024-12-22,2,27.39,54.78
41976,2025-01-22,1,50.12,50.12
72400,2024-11-21,1,10.71,10.71
52649,2024-09-30,3,100.67,302.01
91022,2025-01-10,3,112.33,336.99
12934,2024-11-23,3,28.85,86.55000000000001
61995,2024-08-26,4,26.43,105.72
42116,2025-02-06,2,13.06,26.12
48872,2025-02-01,5,23.42,117.10000000000001
33810,2025-02-27,5,74.44,372.2
34423,2025-08-11,2,41.38,82.76
49049,2025-04-19,3,105.25,315.75
23349,2025-01-23,5,67.62,338.1
97701,2025-07-10,2,30.03,60.06
86059,2025-04-30,4,106.34,425.36
34423,2024-11-05,2,97.07,194.14
81550,2024-09-28,4,95.06,380.24
24217,2024-09-02,5,18.53,92.65
15358,2025-05-25,3,115.87,347.61
35529,2024-10-06,4,52.48,209.92
86172,2024-11-18,2,105.55,211.1
26007,2025-01-28,1,88.14,88.14
14698,2024-09-06,2,117.91,235.82
42352,2025-04-27,8,104.82,838.56
87933,2025-05-22,3,41.8,125.39999999999999
36173,2025-05-14,2,38.89,77.78
48501,2025-07-21,4,61.79,247.16
84116,2025-01-19,3,95.31,285.93
58998,2025-05-07,2,14.58,29.16
23152,2024-12-25,5,34.97,174.85
93987,2025-03-23,3,19.67,59.010000000000005
59151,2024-09-11,2,97.1,194.2
58124,2025-07-01,4,118.67,474.68
53235,2025-05-08,5,87.87,439.35
28231,2025-04-01,2,95.16,190.32
49618,2025-05-03,4,15.39,61.56
19421,2024-10-03,2,25.87,51.74
30248,2024-12-31,5,90.55,452.75
77240,2025-01-08,2,9.43,18.86
93987,2025-07-13,2,81.68,163.36
47177,2025-07-20,4,117.7,470.8
75581,2025-03-30,4,87.42,349.68
99541,2024-09-23,5,118.51,592.5500000000001
78443,2025-05-18,2,56.42,112.84
18699,2025-03-05,1,60.08,60.08
59578,2025-08-14,2,83.19,166.38
72828,2025-02-21,2,6.31,12.62
23318,2024-08-25,7,69.32,485.23999999999995
27816,2025-03-17,5,60.03,300.15
35430,2025-01-18,3,57.59,172.77
92539,2025-01-17,4,84.93,339.72
92546,2025-07-19,4,38.58,154.32
33833,2025-01-16,3,40.04,120.12
70391,2025-05-13,1,77.44,77.44
59437,2025-05-06,2,7.44,14.88
75163,2025-05-31,2,119.35,238.7
49922,2025-03-03,4,22.9,91.6
84291,2024-09-11,2,112.91,225.82
20937,2024-11-04,1,115.99,115.99
71064,2024-11-06,3,89.68,269.04
22429,2024-09-07,4,20.19,80.76
93233,2024-12-23,4,17.67,70.68
14274,2024-11-13,3,38.74,116.22
49137,2025-07-10,5,39.1,195.5
28821,2024-09-04,3,49.86,149.57999999999998
63404,2025-08-01,1,109.82,109.82
24868,2025-04-01,3,85.35,256.04999999999995
20299,2025-02-23,3,72.39,217.17000000000002
33595,2024-10-31,6,30.78,184.68
45428,2025-08-13,1,48.71,48.71
77712,2025-03-30,4,28.0,112.0
69132,2025-03-28,6,93.35,560.0999999999999
93175,2024-11-27,3,37.65,112.94999999999999
93661,2024-12-07,1,8.96,8.96
38600,2025-02-06,3,82.88,248.64
57270,2024-10-03,3,97.82,293.46
41969,2025-08-14,2,74.12,148.24
91228,2025-08-13,9,98.31,884.79
34881,2025-04-17,5,103.85,519.25
95703,2024-12-12,1,40.47,40.47
32212,2024-10-04,4,49.19,196.76
21915,2025-07-24,3,29.14,87.42
98272,2025-05-13,2,62.74,125.48
68738,2025-06-21,2,58.4,116.8
27912,2025-02-22,2,21.46,42.92
69758,2025-01-08,2,107.49,214.98
95239,2024-08-30,3,112.71,338.13
28188,2025-06-14,4,37.16,148.64
53370,2024-10-30,5,32.74,163.70000000000002
79661,2025-05-01,5,37.55,187.75
48492,2025-05-29,1,11.32,11.32
90354,2024-10-14,1,34.42,34.42
70754,2025-04-06,1,77.21,77.21
94022,2025-08-02,3,28.41,85.23
40783,2024-09-11,2,55.29,110.58
34809,2025-06-10,2,88.09,176.18
17451,2025-06-03,1,77.8,77.8
20294,2025-05-28,2,42.62,85.24
15480,2025-06-19,3,93.85,281.54999999999995
69311,2024-09-12,1,74.09,74.09
95001,2025-08-17,4,100.73,402.92
49039,2025-04-28,7,80.9,566.3000000000001
12934,2024-09-19,5,26.47,132.35
90599,2024-11-11,2,85.43,170.86
80587,2025-08-04,2,28.39,56.78
26173,2025-06-22,5,27.54,137.7
96916,2024-12-12,4,85.67,342.68
34281,2024-12-16,4,25.95,103.8
86956,2025-07-29,4,108.47,433.88
77308,2025-06-20,3,14.04,42.12
95632,2024-10-25,1,64.71,64.71
32079,2024-09-05,3,99.83,299.49
47174,2024-09-26,5,17.85,89.25
96593,2025-03-21,1,111.33,111.33
27646,2025-07-19,3,10.23,30.69
70023,2025-05-03,3,24.04,72.12
68604,2025-04-28,1,43.81,43.81
98135,2025-06-07,3,21.78,65.34
30264,2024-10-06,4,105.09,420.36
57653,2025-07-10,4,110.93,443.72
11889,2024-12-03,3,71.96,215.88
26857,2024-11-20,6,90.54,543.24
48758,2024-12-24,2,46.75,93.5
99541,2024-09-03,1,16.31,16.31
34315,2025-07-28,1,75.96,75.96
22279,2025-02-09,2,108.68,217.36
84655,2025-02-10,2,35.3,70.6
85599,2024-08-23,4,42.69,170.76
63656,2025-02-05,2,58.78,117.56
97371,2025-02-12,4,13.67,54.68
92956,2024-09-26,2,20.79,41.58
64259,2025-02-22,3,105.66,316.98
60213,2025-08-05,1,18.47,18.47
83765,2024-09-23,2,106.32,212.64
73599,2025-01-05,2,110.84,221.68
39354,2024-09-25,2,50.36,100.72
85067,2025-05-22,4,27.15,108.6
58170,2024-09-01,6,29.23,175.38
36917,2025-05-03,4,21.0,84.0
23167,2025-07-10,6,67.63,405.78
14852,2025-03-03,2,12.92,25.84
26016,2025-04-08,3,44.59,133.77
64032,2025-01-20,2,55.36,110.72
95683,2025-03-31,2,11.24,22.48
71649,2024-10-31,3,68.52,205.56
55182,2025-06-07,5,80.4,402.0
53627,2025-07-06,4,86.16,344.64
77134,2024-11-20,4,99.64,398.56
13085,2025-03-27,3,82.72,248.16
13852,2025-04-06,7,95.23,666.61
42025,2024-12-16,2,93.05,186.1
48452,2025-02-17,1,106.64,106.64
41099,2024-10-24,2,116.48,232.96
72007,2024-10-22,3,78.83,236.49
17092,2024-10-20,3,87.98,263.94
48681,2025-05-30,5,101.15,505.75
41279,2025-07-31,6,36.01,216.06
26037,2024-12-21,3,22.9,68.69999999999999
86097,2024-11-20,6,43.0,258.0
57826,2024-10-28,3,19.32,57.96
87182,2025-06-25,1,110.4,110.4
35468,2025-02-04,5,103.53,517.65
99049,2025-03-13,2,82.13,164.26
14401,2024-09-26,3,43.47,130.41
33449,2024-11-03,3,57.51,172.53
28464,2025-01-22,3,69.39,208.17000000000002
83079,2025-05-08,1,81.03,81.03
20467,2024-09-14,2,30.34,60.68
90519,2024-09-11,2,86.1,172.2
36490,2025-04-13,3,69.71,209.13
14488,2024-09-11,5,100.62,503.1
91660,2024-09-09,3,100.66,301.98
20925,2024-12-28,1,80.36,80.36
84041,2025-05-09,2,39.1,78.2
28464,2025-04-15,3,87.49,262.46999999999997
56264,2025-07-20,3,58.34,175.02
32079,2025-06-15,1,47.99,47.99
71314,2025-01-28,1,6.68,6.68
33444,2025-07-10,3,41.07,123.21000000000001
16942,2025-03-03,3,118.24,354.71999999999997
61142,2025-08-03,1,46.72,46.72
17743,2025-06-27,3,117.58,352.74
39707,2024-11-16,3,52.13,156.39000000000001
82948,2025-04-02,2,113.94,227.88
99178,2024-11-09,3,53.51,160.53
88492,2025-05-02,2,86.83,173.66
61058,2025-06-24,2,20.11,40.22
96582,2025-05-08,2,76.97,153.94
30975,2025-01-13,5,25.39,126.95
48348,2024-10-23,6,55.46,332.76
93835,2025-02-06,6,41.08,246.48
18625,2025-04-03,5,103.32,516.5999999999999
51664,2025-05-12,1,5.24,5.24
42406,2024-12-31,2,31.54,63.08
90675,2024-10-27,2,57.53,115.06
16940,2025-04-08,3,11.71,35.13
79828,2025-06-30,2,23.61,47.22
59479,2025-07-18,4,70.57,282.28
65318,2024-09-08,3,35.8,107.39999999999999
98146,2025-03-03,3,65.5,196.5
19138,2025-07-24,3,110.85,332.54999999999995
31110,2024-10-26,4,19.68,78.72
81516,2025-02-21,2,119.37,238.74
56581,2025-02-06,8,40.06,320.48
56264,2025-04-24,3,32.4,97.19999999999999
90493,2025-06-18,3,83.08,249.24
62101,2024-10-23,2,99.08,198.16
68596,2025-02-25,3,96.89,290.67
50113,2024-11-15,2,18.02,36.04
61880,2025-02-05,1,5.43,5.43
25140,2024-12-21,4,32.4,129.6
39221,2025-01-31,1,108.45,108.45
92956,2024-12-16,4,100.85,403.4
64437,2024-12-18,1,94.73,94.73
56173,2025-01-12,4,56.72,226.88
49026,2025-07-20,5,19.97,99.85
65995,2025-01-17,3,61.96,185.88
40625,2025-06-08,5,24.79,123.94999999999999
35415,2025-05-30,2,80.37,160.74
89879,2024-09-03,3,38.38,115.14000000000001
62261,2025-07-15,3,45.65,136.95
78392,2024-11-19,2,68.22,136.44
70731,2025-04-27,1,59.4,59.4
82799,2024-12-02,1,72.46,72.46
70724,2024-09-01,1,37.77,37.77
17401,2024-08-22,5,13.72,68.60000000000001
72958,2025-08-15,3,72.47,217.41
23318,2024-09-05,5,110.97,554.85
75171,2025-02-16,3,51.73,155.19
76052,2024-12-07,3,16.4,49.199999999999996
80995,2025-05-23,4,88.17,352.68
40369,2025-05-07,1,49.75,49.75
85067,2024-12-24,3,9.26,27.78
19552,2025-05-17,5,94.47,472.35
64740,2024-10-30,1,76.13,76.13
12034,2024-08-21,2,12.6,25.2
75127,2024-11-16,1,93.5,93.5
14191,2024-11-27,5,11.55,57.75
26664,2025-06-16,2,82.41,164.82
91193,2025-04-10,3,45.85,137.55
53257,2025-07-25,2,42.02,84.04
92539,2025-01-06,2,99.9,199.8
88507,2025-01-19,4,74.92,299.68
93331,2024-12-22,3,74.4,223.20000000000002
42611,2025-04-10,5,113.6,568.0
56249,2025-03-24,3,91.53,274.59000000000003
84617,2025-03-17,5,32.34,161.70000000000002
84741,2024-11-12,3,18.49,55.47
80474,2025-05-14,5,34.76,173.79999999999998
66586,2025-06-17,3,21.92,65.76
75820,2025-07-25,4,17.19,68.76
72007,2025-04-08,3,46.22,138.66
82805,2025-03-09,3,24.53,73.59
64350,2025-03-28,4,6.25,25.0
90779,2025-02-09,3,50.7,152.10000000000002
43938,2024-12-02,5,5.7,28.5
95328,2024-12-23,3,30.27,90.81
86854,2024-12-19,5,54.81,274.05
68068,2025-05-14,5,31.98,159.9
12731,2024-12-23,2,31.92,63.84
65213,2024-11-15,6,100.52,603.12
59620,2025-05-05,5,115.19,575.95
61745,2025-02-26,4,70.2,280.8
50375,2025-02-23,2,52.87,105.74
37947,2025-06-14,4,88.86,355.44
66815,2025-06-29,4,110.64,442.56
69297,2025-03-18,1,104.86,104.86
58847,2025-01-03,2,96.53,193.06
65023,2025-08-15,4,35.34,141.36
93342,2024-11-21,2,101.75,203.5
16020,2025-04-21,5,14.02,70.1
84214,2025-07-26,1,7.44,7.44
94370,2025-06-11,6,90.71,544.26
60780,2025-06-25,4,74.8,299.2
44202,2025-06-14,4,94.01,376.04
84491,2024-09-24,1,65.94,65.94
18167,2025-01-17,6,72.74,436.43999999999994
94144,2025-03-28,4,46.49,185.96
10143,2025-06-30,3,19.44,58.32000000000001
40677,2025-07-30,2,10.88,21.76
79855,2025-08-01,4,110.37,441.48
49706,2024-10-08,6,27.2,163.2
80011,2024-11-04,5,15.19,75.95
46265,2025-08-12,5,114.66,573.3
46162,2025-06-17,3,54.24,162.72
32340,2024-12-19,1,58.58,58.58
88270,2025-01-23,4,117.54,470.16
15557,2024-10-02,3,13.93,41.79
94919,2025-08-06,1,18.11,18.11
41373,2025-05-03,5,55.35,276.75
93325,2025-04-21,1,37.07,37.07
15351,2025-07-04,3,97.76,293.28000000000003
68449,2025-03-11,3,25.55,76.65
31305,2025-05-17,3,78.36,235.07999999999998
92926,2025-07-07,3,113.55,340.65
11154,2025-05-17,3,18.38,55.14
23674,2024-08-23,1,95.5,95.5
26007,2025-08-02,8,109.38,875.04
71060,2025-01-14,1,48.28,48.28
71559,2025-08-10,4,30.94,123.76
29822,2024-12-15,3,26.7,80.1
88037,2025-04-08,2,46.96,93.92
50709,2025-03-30,3,61.91,185.73
69625,2024-09-01,3,104.06,312.18
90414,2025-01-29,2,118.72,237.44
82757,2024-12-03,2,96.94,193.88
43335,2025-02-19,5,76.9,384.5
48429,2024-10-19,4,68.06,272.24
43128,2025-08-11,3,51.34,154.02
78059,2024-11-12,5,54.53,272.65
90015,2024-11-05,2,71.16,142.32
66995,2025-02-20,3,118.55,355.65
55177,2024-11-07,3,77.19,231.57
42028,2024-10-29,2,5.11,10.22
17330,2025-01-27,5,62.71,313.55
89435,2024-12-09,3,43.92,131.76
13068,2024-12-31,2,6.67,13.34
53201,2025-02-24,2,40.46,80.92
72386,2024-10-16,4,45.47,181.88
78661,2025-05-24,5,107.39,536.95
15999,2025-01-17,3,114.34,343.02
96288,2024-08-23,3,119.74,359.21999999999997
82275,2025-08-01,2,69.54,139.08
64508,2025-03-21,3,114.1,342.29999999999995
15207,2025-03-02,4,16.78,67.12
93136,2025-08-12,2,71.14,142.28
71064,2025-03-19,1,12.48,12.48
